supplier_id,supplier_category,disruption_type,historical_unit_price,current_unit_price,historical_reliability_pct,current_reliability_pct,historical_quality_score,current_quality_score,historical_delivery_days,current_delivery_days,max_capacity,min_order_quantity,required_quantity,on_time_delivery_pct,defect_rate_pct,price_volatility_pct,capacity_utilization_pct,disruption_severity_pct,predicted_actual_delivery_days,predicted_final_unit_price,predicted_quality_risk_pct,predicted_overall_risk_score,optimal_allocation_pct
SUP-017203,National,Quality Issue,106.3,107.57,95.26,99.36,88.46,85.05,3.51,3.4,29988,4656,34865,100.0,12.46,6.28,80.38,35.81,2.28,108.99,41.97,14.35,92.95
SUP-017204,Local,None,100.87,96.29,95.47,93.46,86.22,80.19,3.73,3.24,21331,3336,28241,100.0,16.98,16.47,61.81,0.0,3.21,98.49,27.26,22.99,80.54
SUP-017205,Local,Price Increase,102.79,116.65,77.52,79.64,86.22,82.52,2.38,1.0,15443,4389,3916,82.4,14.72,20.9,47.22,32.77,2.92,159.38,24.33,27.55,78.59
SUP-017206,International,Capacity Reduction,99.77,95.52,91.84,76.5,84.17,87.23,9.27,8.84,3440,1188,38773,80.41,12.78,6.95,52.52,29.89,8.72,95.67,20.92,28.78,67.5
SUP-017207,International,None,98.26,102.74,91.47,87.55,83.68,69.15,8.88,9.52,14514,2968,81246,81.61,26.63,5.18,41.13,0.0,9.67,104.46,41.82,29.58,70.33
SUP-017208,Local,Price Increase,77.06,75.39,90.62,93.72,77.81,69.92,4.0,5.56,28909,196,72307,99.45,29.62,5.39,80.77,45.62,5.38,108.19,44.22,36.14,79.39
SUP-017209,International,None,102.13,107.34,89.89,97.43,93.14,85.1,9.4,11.36,22584,2978,18644,96.2,17.2,10.33,83.18,0.0,10.81,110.33,22.67,18.98,83.78
SUP-017210,National,None,115.56,125.76,94.18,94.1,90.66,80.98,8.94,9.31,24763,967,26598,93.27,15.0,18.77,56.78,0.0,9.13,128.86,22.21,26.11,73.17
SUP-017211,National,None,86.42,88.98,88.92,76.26,85.38,84.23,7.55,7.34,5585,761,90430,74.07,12.15,11.53,58.62,0.0,8.99,86.3,19.64,30.87,65.32
SUP-017212,National,None,112.68,115.92,85.01,89.29,81.7,76.01,6.05,4.99,17276,1433,72076,85.04,19.44,13.63,43.86,0.0,6.49,118.19,32.52,29.72,76.86
SUP-017213,Regional,Capacity Reduction,89.05,84.08,99.5,99.8,91.54,85.34,2.17,1.0,9283,1060,20631,94.23,14.58,8.11,77.06,12.71,1.0,90.01,20.32,12.87,89.95
SUP-017214,International,Reliability Drop,118.35,116.14,88.58,91.06,91.35,88.04,12.73,14.75,9194,1268,62282,87.09,9.5,4.16,70.98,43.48,16.47,118.89,13.04,37.41,72.54
SUP-017215,Local,None,87.8,91.13,83.24,86.97,99.23,96.38,5.82,7.68,25327,720,33847,88.27,3.42,5.85,70.6,0.0,8.68,94.69,4.95,17.54,83.68
SUP-017216,Regional,None,105.52,109.71,96.69,99.8,74.83,74.87,8.02,6.93,23391,986,29627,97.6,23.64,9.44,71.35,0.0,6.82,109.0,34.38,23.23,88.95
SUP-017217,Regional,None,107.55,109.36,90.49,93.24,84.19,75.34,3.99,5.14,23960,773,65460,98.04,20.17,3.33,57.36,0.0,6.13,107.32,32.66,24.06,81.92
SUP-017218,National,Quality Issue,98.21,100.97,98.46,93.37,83.27,82.96,9.84,9.06,19228,2166,6939,98.45,18.29,3.08,62.5,16.68,10.2,96.05,35.54,20.03,89.75
SUP-017219,Local,Capacity Reduction,90.07,98.02,86.05,93.31,86.16,91.04,3.77,5.67,2760,910,4381,93.02,9.89,14.04,91.98,19.98,6.1,102.02,13.7,22.14,79.72
SUP-017220,Regional,Quality Issue,92.59,91.18,89.73,97.97,87.68,82.21,6.32,6.13,27124,4420,28091,91.88,13.02,10.73,41.88,17.76,7.83,93.64,29.25,23.23,82.65
SUP-017221,National,Price Increase,105.59,108.05,79.9,89.38,85.37,88.29,5.68,5.2,24277,3459,4311,92.11,14.66,8.38,97.74,45.23,7.42,158.29,19.25,24.05,65.12
SUP-017222,Regional,Capacity Reduction,97.91,97.22,82.73,79.94,92.88,94.93,5.54,5.32,3667,978,73916,80.85,10.25,17.59,53.18,51.75,4.34,98.4,14.91,28.37,76.29
SUP-017223,Local,Reliability Drop,100.73,107.49,89.71,87.69,84.12,78.88,7.4,6.15,2011,539,32812,84.27,25.32,7.59,87.92,42.34,7.06,112.57,34.11,34.59,74.75
SUP-017224,Regional,None,127.02,128.84,83.17,92.89,94.46,94.19,5.43,6.0,4171,557,96788,95.47,8.08,5.54,91.42,0.0,7.04,128.16,7.92,21.43,81.73
SUP-017225,National,Quality Issue,123.15,115.16,88.95,89.29,99.8,96.03,8.63,7.79,29526,4374,26524,83.23,6.9,6.62,89.0,50.94,9.22,114.89,35.7,21.2,83.65
SUP-017226,Regional,Price Increase,82.66,84.96,89.43,87.62,82.41,83.46,7.59,10.43,12413,3171,27571,90.61,17.6,6.09,87.74,31.8,10.58,112.05,21.91,32.2,71.5
SUP-017227,Regional,Quality Issue,86.65,92.04,87.59,88.89,99.8,94.06,5.47,6.24,21725,838,63627,83.66,10.21,11.86,54.31,40.46,7.93,96.6,35.18,32.89,78.79
SUP-017228,Regional,None,105.77,101.99,91.62,85.03,92.88,100.0,2.64,2.09,9920,1368,36182,82.77,5.21,18.58,88.32,0.0,3.29,103.83,4.43,23.04,77.95
SUP-017229,International,None,101.35,106.99,88.01,90.57,96.18,99.32,8.93,11.84,29940,383,4342,94.14,3.48,12.55,88.27,0.0,11.74,109.53,6.25,22.52,79.14
SUP-017230,National,None,99.59,102.29,98.04,99.8,83.82,75.74,9.95,10.73,8621,401,97988,87.53,20.98,4.2,46.71,0.0,11.57,100.48,32.79,30.5,75.78
SUP-017231,Local,None,81.19,87.68,96.25,93.03,83.97,80.68,1.0,1.0,16384,952,22737,89.38,18.89,17.99,80.79,0.0,1.9,85.87,25.95,17.75,89.81
SUP-017232,International,None,109.67,101.59,87.97,85.34,91.91,89.67,13.55,10.9,11480,3379,73324,89.83,10.13,7.85,53.95,0.0,11.62,101.9,15.33,27.83,73.67
SUP-017233,National,None,91.79,105.42,95.46,90.42,82.32,86.2,9.09,9.5,6672,1299,53901,92.02,18.76,18.17,44.96,0.0,8.78,106.1,27.01,28.78,72.89
SUP-017234,National,None,121.13,115.07,99.07,99.8,81.38,85.6,10.11,10.08,28879,4941,77173,100.0,12.98,8.19,88.73,0.0,9.99,115.36,20.7,21.92,87.15
SUP-017235,Regional,None,109.13,106.27,86.8,91.97,85.99,81.8,6.28,5.29,2152,329,3238,84.29,16.37,11.03,72.31,0.0,7.04,109.82,27.9,20.81,81.89
SUP-017236,Local,None,75.39,71.46,77.14,74.65,84.11,89.96,2.38,3.67,27025,1697,55505,72.44,11.95,5.76,84.18,0.0,4.25,72.25,17.58,25.17,83.02
SUP-017237,National,Capacity Reduction,115.28,111.07,92.08,91.23,88.91,97.97,7.83,8.83,21787,982,62893,96.97,1.28,12.03,83.74,30.96,8.38,112.15,0.0,21.51,84.04
SUP-017238,Regional,None,106.35,98.02,93.27,90.24,93.32,83.81,3.99,4.34,20027,291,85918,84.32,18.21,15.63,88.58,0.0,5.61,99.61,25.8,26.94,74.27
SUP-017239,Regional,Price Increase,104.81,91.34,84.93,84.34,86.17,89.52,4.78,3.56,15977,2376,23570,82.27,9.62,17.46,53.78,59.09,4.36,141.81,10.74,29.23,70.55
SUP-017240,Local,Price Increase,96.57,95.89,77.28,65.42,99.8,94.88,4.69,6.07,24544,1541,82145,71.58,0.1,9.66,52.39,19.38,7.71,119.81,10.47,33.92,54.65
SUP-017241,Local,None,95.28,108.15,76.84,82.48,80.26,78.76,2.36,2.92,13173,1743,70704,84.09,15.11,17.19,30.07,0.0,3.71,108.01,29.86,30.57,68.09
SUP-017242,National,None,112.6,120.59,97.52,99.8,89.13,95.14,7.16,10.06,22854,2574,19592,100.0,5.96,17.9,69.36,0.0,10.02,122.86,10.79,21.76,79.32
SUP-017243,Local,Capacity Reduction,81.83,79.89,96.54,91.6,86.69,95.79,2.74,1.0,3226,494,51199,88.5,7.83,8.73,81.23,33.37,1.06,83.23,9.17,17.5,78.45
SUP-017244,National,Delivery Delay,101.63,109.76,99.5,99.8,79.43,86.39,5.82,5.92,9493,1303,38975,100.0,17.54,10.73,65.62,50.06,13.88,107.17,25.55,30.4,72.98
SUP-017245,National,None,125.41,120.33,99.19,99.04,76.28,76.18,5.43,6.49,18202,1808,58276,100.0,18.64,5.82,60.76,0.0,6.41,123.38,29.32,25.97,77.85
SUP-017246,Regional,Price Increase,100.33,91.1,91.62,90.08,80.65,81.62,2.89,4.79,21009,4391,68257,90.52,24.01,26.86,68.32,42.13,4.51,132.35,33.98,37.83,63.1
SUP-017247,Local,None,98.23,112.92,87.77,91.99,99.5,99.77,1.0,1.0,28509,1238,62964,88.9,6.65,33.03,50.11,0.0,1.0,114.82,6.2,22.62,79.03
SUP-017248,Local,Delivery Delay,114.73,125.56,83.11,84.72,83.05,83.63,4.66,4.23,20219,2252,94926,86.27,14.82,10.76,73.87,56.93,10.94,129.58,21.35,30.48,68.32
SUP-017249,Regional,Capacity Reduction,109.28,128.8,94.5,94.55,99.8,100.0,8.3,8.2,11680,2339,35676,95.76,2.7,18.68,51.99,33.86,8.47,133.48,0.85,21.2,80.07
SUP-017250,National,None,133.69,109.98,94.61,92.66,73.29,69.14,7.86,8.56,11686,454,90273,89.68,21.55,19.3,73.52,0.0,9.32,114.57,39.19,33.52,71.79
SUP-017251,National,Capacity Reduction,105.31,107.63,99.5,96.62,83.41,72.06,7.25,8.14,13802,1461,99877,100.0,22.0,5.01,77.54,19.1,7.88,106.44,35.84,25.27,88.21
SUP-017252,International,Quality Issue,108.05,122.04,77.51,87.97,98.36,94.96,9.65,9.62,28315,2476,76982,88.13,8.05,15.66,77.79,10.95,9.79,124.4,15.95,26.79,78.03
SUP-017253,International,Price Increase,109.6,115.04,85.28,93.2,90.23,92.1,10.72,12.61,14274,2860,75426,94.15,7.07,6.91,90.07,54.93,12.56,174.36,11.43,36.69,68.8
SUP-017254,Local,None,100.36,100.69,82.65,90.71,76.0,78.52,1.0,5.0,14425,3147,52379,94.48,15.99,5.0,48.27,0.0,8.02,100.85,27.8,23.64,84.48
SUP-017255,National,Price Increase,119.43,120.3,99.5,99.8,95.42,94.57,5.76,3.51,4248,288,10890,100.0,6.24,6.26,59.6,33.86,2.04,161.19,7.66,17.96,81.17
SUP-017256,Regional,None,105.8,108.53,96.28,94.72,82.96,75.05,4.73,4.69,25953,2477,21721,96.73,22.29,8.38,61.41,0.0,5.42,110.28,33.61,21.08,78.92
SUP-017257,Regional,Reliability Drop,109.33,111.18,88.02,88.29,83.8,86.93,2.68,4.41,29354,3889,81425,83.57,10.45,2.21,62.83,56.27,4.95,111.53,15.41,30.46,80.0
SUP-017258,Regional,Price Increase,89.17,106.5,87.7,85.46,85.7,86.06,5.25,4.48,7543,520,87711,88.35,16.57,19.93,92.4,18.83,7.08,131.9,25.12,30.63,76.89
SUP-017259,Regional,None,98.08,106.13,88.35,86.47,74.89,69.38,5.82,7.33,22455,4602,77558,91.59,25.18,16.08,46.77,0.0,8.09,109.85,42.78,34.12,70.58
SUP-017260,National,Quality Issue,119.82,121.89,99.5,95.28,79.39,79.07,3.33,3.12,16717,2139,32710,89.1,14.34,5.08,31.08,59.08,4.01,125.98,52.6,28.21,75.57
SUP-017261,National,Price Increase,106.34,105.85,94.08,99.8,94.57,100.0,5.2,3.39,27379,1996,93359,97.47,0.17,6.4,94.25,31.49,4.07,138.1,6.11,23.4,73.98
SUP-017262,Regional,None,84.32,87.45,86.37,92.53,93.35,96.74,1.0,1.13,7237,1728,52164,93.66,8.41,13.33,47.83,0.0,3.94,89.12,11.75,23.21,83.96
SUP-017263,Local,Capacity Reduction,109.74,94.94,88.64,86.89,85.63,91.42,4.33,4.38,24681,863,81347,84.77,10.06,16.12,53.11,28.13,6.54,93.52,14.58,26.96,73.35
SUP-017264,National,Quality Issue,97.4,97.24,87.55,94.33,85.14,84.11,9.28,9.33,14908,760,85325,93.89,14.23,3.69,50.44,49.05,9.93,94.04,48.68,29.98,76.24
SUP-017265,National,Delivery Delay,106.38,111.38,86.16,78.54,83.77,84.72,6.8,5.13,9286,360,6131,78.61,18.3,6.06,80.0,20.91,9.15,110.59,28.3,20.47,74.75
SUP-017266,National,None,108.59,110.33,89.97,89.16,94.3,98.55,5.03,6.29,10415,2069,27249,96.35,4.74,2.45,74.52,0.0,5.79,110.39,5.05,19.63,75.48
SUP-017267,Local,Delivery Delay,73.51,66.62,87.36,88.35,83.96,84.62,3.14,1.3,16844,1264,43445,88.04,13.73,11.3,66.23,50.98,6.54,69.28,23.87,26.73,83.57
SUP-017268,Regional,Price Increase,87.78,83.95,79.78,75.72,95.88,90.4,2.11,3.34,29240,2836,88609,76.92,9.23,6.53,97.76,25.47,5.15,107.37,14.68,33.22,64.89
SUP-017269,National,None,102.3,106.29,91.34,88.96,91.93,85.09,6.41,5.31,15585,1889,60647,82.83,14.13,5.81,90.31,0.0,4.02,108.83,24.52,22.0,84.69
SUP-017270,National,Price Increase,119.18,117.22,93.52,99.8,79.8,85.13,8.94,8.28,11144,2693,37549,95.93,17.72,5.58,33.03,42.89,9.01,164.02,26.48,33.5,69.02
SUP-017271,Local,None,97.85,118.43,95.81,99.8,89.52,84.94,3.45,2.84,5480,1895,27955,100.0,12.48,21.65,78.88,0.0,1.7,120.88,19.57,17.11,83.07
SUP-017272,Regional,None,131.63,140.94,99.5,99.8,92.44,100.0,3.27,3.36,28041,2144,65736,100.0,7.59,10.45,89.93,0.0,3.96,136.62,5.81,16.52,84.44
SUP-017273,Regional,Price Increase,123.24,121.08,86.06,85.01,93.6,87.84,8.63,8.06,25398,819,64790,80.21,9.64,3.42,41.44,30.85,10.16,158.81,16.6,32.63,72.7
SUP-017274,National,None,105.14,99.72,99.5,99.8,93.56,100.0,9.36,8.19,27613,2666,58896,97.16,0.1,6.91,77.84,0.0,7.29,100.39,1.09,16.99,89.04
SUP-017275,Local,None,97.25,86.49,84.3,81.26,82.69,79.14,4.31,3.64,14864,1666,95183,87.58,23.51,13.15,68.57,0.0,3.79,91.84,33.72,28.08,64.88
SUP-017276,National,Delivery Delay,96.9,98.36,99.5,99.8,85.98,90.39,2.97,3.23,14713,1314,19490,99.71,7.16,9.52,49.88,42.19,8.69,99.51,12.28,14.66,90.18
SUP-017277,International,Reliability Drop,102.79,110.09,84.94,96.54,79.2,85.16,12.06,13.27,23991,2462,25623,98.62,18.33,9.89,49.15,31.26,11.36,112.7,24.26,31.14,78.26
SUP-017278,Regional,None,89.32,97.57,94.16,83.06,98.27,93.45,4.63,4.26,26069,1221,5972,80.22,6.11,12.09,73.88,0.0,4.73,104.57,10.16,13.92,82.65
SUP-017279,Regional,Quality Issue,78.83,81.04,96.77,94.95,93.96,100.0,6.64,6.29,20457,2299,95065,100.0,5.72,6.54,48.56,36.48,7.19,82.96,25.5,27.66,78.45
SUP-017280,Local,Price Increase,82.12,69.53,82.69,78.38,97.37,96.64,4.12,3.38,29889,920,40613,74.72,6.93,21.68,90.19,32.67,4.49,92.96,8.19,28.49,70.77
SUP-017281,Local,None,112.72,115.74,81.39,61.18,95.79,93.78,4.06,3.37,10466,1379,76327,61.7,8.35,6.11,34.96,0.0,6.31,120.97,12.06,30.64,63.82
SUP-017282,International,Delivery Delay,119.05,130.8,78.98,78.49,82.82,69.83,13.65,12.78,24081,3401,43823,77.27,27.42,14.62,94.06,38.97,18.94,133.06,44.04,44.81,61.73
SUP-017283,International,None,88.01,83.67,76.04,79.22,87.47,92.7,10.92,9.91,2533,642,96263,76.54,6.02,7.04,51.65,0.0,11.24,83.39,7.42,29.61,69.54
SUP-017284,Local,Delivery Delay,89.29,84.7,99.5,99.8,93.46,94.8,1.28,1.0,4787,1143,59955,100.0,5.75,10.43,47.94,37.42,2.95,85.58,8.74,17.58,82.22
SUP-017285,International,Capacity Reduction,121.12,127.4,86.1,82.24,80.3,80.31,14.59,14.01,6455,1134,37771,73.25,21.3,6.29,87.52,54.35,14.89,129.07,30.59,37.58,68.6
SUP-017286,Local,Capacity Reduction,86.76,91.63,83.64,84.75,83.91,96.12,1.77,1.0,23709,2342,80325,80.26,6.05,8.23,81.54,48.8,3.31,88.83,3.99,22.2,76.85
SUP-017287,National,Delivery Delay,111.77,111.2,96.34,99.8,81.58,86.69,7.05,8.28,10646,3336,79039,98.81,14.34,3.59,65.18,45.7,13.97,109.23,14.47,25.36,80.55
SUP-017288,National,Delivery Delay,79.41,88.0,89.49,87.29,81.99,95.35,4.7,4.25,15856,617,98692,96.18,7.24,13.05,88.59,34.94,6.49,87.96,10.09,23.02,70.66
SUP-017289,Regional,None,79.71,77.82,74.4,74.57,90.61,92.09,4.26,2.18,8021,1814,3400,73.94,4.85,4.67,91.61,0.0,2.52,80.92,7.36,15.66,74.28
SUP-017290,Regional,Price Increase,92.28,101.91,86.19,91.26,77.28,91.15,5.06,7.75,13769,1385,24765,86.51,8.33,16.56,74.1,10.56,7.8,113.49,10.6,27.19,76.72
SUP-017291,National,None,108.93,107.97,97.7,99.8,90.16,89.25,9.18,10.53,24066,769,53107,100.0,13.53,3.49,40.92,0.0,9.2,110.19,17.47,16.81,89.05
SUP-017292,Local,Capacity Reduction,98.71,95.75,83.84,73.6,84.69,83.05,6.81,7.07,22402,226,53664,77.94,13.03,7.02,76.53,29.91,9.25,93.85,23.18,31.09,59.79
SUP-017293,International,Price Increase,89.1,84.51,79.34,79.07,89.48,86.74,12.18,12.8,5647,691,79219,70.91,17.08,14.17,82.07,51.56,13.73,129.28,24.91,49.56,52.88
SUP-017294,Local,None,94.03,104.32,84.88,77.95,80.4,89.36,6.63,5.5,20838,591,59838,75.36,11.49,14.89,48.1,0.0,7.32,101.02,17.21,27.21,67.6
SUP-017295,Local,None,106.09,111.19,89.34,86.33,97.32,100.0,2.19,2.95,18274,2381,35492,79.95,3.68,12.56,94.53,0.0,1.3,112.53,0.98,16.8,75.41
SUP-017296,International,Price Increase,96.44,105.37,99.5,87.16,89.75,88.08,13.04,10.87,12020,1682,95944,89.0,14.77,17.61,87.59,22.41,10.9,130.87,18.78,35.28,71.47
SUP-017297,Regional,Delivery Delay,99.49,110.39,93.55,96.78,91.41,94.6,4.22,5.06,22906,2812,26243,96.99,6.67,21.14,72.37,58.96,11.65,109.55,8.3,23.63,86.98
SUP-017298,Regional,None,101.4,90.1,86.89,91.2,86.24,79.82,6.51,6.45,4372,626,68014,92.15,16.89,13.9,70.96,0.0,6.53,95.57,24.53,24.2,86.79
SUP-017299,Regional,Price Increase,108.55,100.66,90.19,85.51,88.95,86.57,5.38,5.55,11538,2408,5094,81.95,15.75,7.79,47.64,51.31,7.15,154.09,19.51,32.01,67.59
SUP-017300,Local,Quality Issue,98.71,94.14,82.83,80.63,82.87,88.4,1.0,1.0,17199,914,88356,85.8,9.35,8.8,75.09,16.85,1.65,91.61,22.83,22.45,73.29
SUP-017301,Regional,None,99.45,92.29,97.39,95.29,99.8,100.0,9.46,8.98,14883,2721,15314,95.92,1.39,8.14,83.52,0.0,9.26,97.56,0.06,16.47,86.41
SUP-017302,Regional,None,95.64,89.0,91.16,96.76,79.44,80.63,1.09,1.0,9211,2497,3949,98.67,22.52,11.51,84.4,0.0,1.0,90.3,30.77,11.87,95.53
SUP-017303,Regional,Reliability Drop,99.46,100.47,88.0,88.8,80.46,82.42,6.17,4.6,12033,1669,24964,86.51,16.21,8.05,43.1,39.03,4.74,101.36,24.42,25.17,73.32
SUP-017304,Regional,None,121.43,105.85,91.6,90.22,81.08,83.36,1.0,1.0,15047,1005,89240,92.33,16.79,14.05,86.75,0.0,1.0,107.26,26.33,21.33,78.5
SUP-017305,International,Capacity Reduction,97.77,96.89,89.75,79.66,96.72,90.1,10.6,10.2,3984,826,82474,84.56,5.07,3.32,51.67,27.03,10.7,98.33,10.93,29.85,70.05
SUP-017306,International,Price Increase,99.09,106.89,76.95,69.85,80.21,95.31,12.98,13.36,4026,638,90669,73.07,1.51,13.46,39.15,16.72,13.13,128.73,5.6,35.34,63.8
SUP-017307,Regional,Quality Issue,102.54,113.19,84.2,87.25,97.88,100.0,1.0,1.0,12140,1717,52210,97.64,0.84,11.37,82.07,18.06,3.28,110.46,7.94,16.22,82.27
SUP-017308,International,Delivery Delay,95.85,106.01,80.72,78.52,99.8,95.09,9.16,10.64,25782,2530,15949,72.68,7.4,20.48,59.2,28.83,16.68,106.61,8.67,29.56,68.28
SUP-017309,International,Delivery Delay,94.67,90.18,91.75,99.8,81.38,72.15,13.06,12.04,12421,3644,93378,97.34,21.92,13.08,50.55,16.36,13.08,90.64,34.04,28.13,91.09
SUP-017310,International,Capacity Reduction,140.89,117.85,91.36,89.63,89.06,83.33,10.91,11.25,28570,3758,72976,82.35,11.87,23.79,80.11,35.8,12.3,118.8,23.47,34.2,71.26
SUP-017311,National,None,109.64,107.54,96.35,99.55,90.37,89.04,8.17,6.8,23926,111,71280,100.0,8.69,7.13,56.27,0.0,6.84,106.6,16.23,21.85,86.0
SUP-017312,Local,None,100.96,88.0,78.93,94.17,87.91,88.82,1.0,1.0,24218,1872,96367,82.33,12.33,21.56,60.13,0.0,1.89,90.86,18.59,22.29,81.45
SUP-017313,Local,None,93.44,90.32,98.25,99.8,95.76,96.96,1.0,1.0,20727,291,45113,100.0,6.15,7.02,42.06,0.0,1.03,92.08,5.97,11.91,91.83
SUP-017314,International,Capacity Reduction,122.56,127.83,88.64,96.83,90.46,89.29,12.2,10.93,16631,4006,20441,89.02,4.7,9.22,77.7,50.72,12.19,129.62,13.25,25.71,87.59
SUP-017315,Regional,Capacity Reduction,103.23,95.35,84.01,70.32,92.12,99.95,5.35,7.89,27476,4554,71747,65.2,3.57,9.8,89.49,12.18,8.96,98.78,3.98,29.64,68.16
SUP-017316,International,None,99.98,110.59,81.87,88.09,87.19,92.89,12.56,12.96,20596,446,13876,89.72,10.74,13.14,84.19,0.0,13.43,112.36,14.48,25.77,73.92
SUP-017317,National,Reliability Drop,112.77,133.32,86.24,85.31,91.5,98.51,8.73,9.01,26236,2411,48491,90.1,5.15,25.26,85.56,55.59,11.26,144.11,8.69,36.23,63.91
SUP-017318,Local,None,87.08,108.38,93.44,96.83,97.3,99.81,2.16,1.13,15881,854,81881,99.06,0.98,24.8,53.58,0.0,1.53,109.44,0.73,19.33,81.78
SUP-017319,Regional,None,95.73,85.77,79.68,84.14,84.14,82.71,4.67,6.49,18788,2219,78142,80.19,16.98,18.03,43.32,0.0,7.41,88.55,27.75,29.1,71.47
SUP-017320,International,Delivery Delay,104.4,122.99,88.7,89.37,86.13,91.04,10.36,11.3,20859,232,69645,90.32,7.93,22.29,39.79,37.76,17.39,123.66,11.22,33.16,72.25
SUP-017321,Local,Capacity Reduction,75.79,79.78,91.94,86.56,93.72,85.53,1.0,1.18,27872,4672,7869,84.64,13.41,9.27,59.09,36.21,1.37,77.68,20.39,19.47,82.86
SUP-017322,National,None,116.16,113.84,90.85,77.37,77.41,86.35,4.01,6.13,28028,283,89829,70.0,9.58,6.67,77.83,0.0,9.71,111.97,17.66,27.4,64.55
SUP-017323,International,Delivery Delay,94.67,91.05,90.04,93.51,93.7,86.0,11.68,10.87,17053,968,71848,91.19,11.75,5.89,85.92,46.26,16.86,88.73,17.69,29.34,82.55
SUP-017324,Local,None,95.41,91.33,99.5,99.8,91.75,91.45,4.09,3.87,10163,2197,72646,100.0,10.22,19.7,69.16,0.0,5.21,89.63,13.2,22.52,88.9
SUP-017325,Regional,None,71.69,65.94,78.33,67.93,79.32,82.06,1.0,4.31,20932,1766,56289,72.35,17.16,23.01,78.4,0.0,4.89,67.9,25.55,30.69,60.93
SUP-017326,Regional,Delivery Delay,111.99,109.6,90.79,78.67,86.85,84.46,1.22,1.0,10589,814,29241,81.66,13.92,3.97,83.52,30.8,5.28,111.25,22.24,25.18,80.93
SUP-017327,National,Price Increase,109.09,114.44,78.23,68.01,77.92,72.06,7.91,9.14,13122,1739,81540,66.4,24.23,13.55,85.92,11.42,10.67,128.67,39.98,39.86,53.66
SUP-017328,Regional,None,97.02,94.57,72.47,70.3,89.66,91.92,6.24,8.08,6097,1348,58110,71.38,9.32,4.46,93.45,0.0,9.01,90.2,12.94,30.72,63.68
SUP-017329,Local,None,94.35,96.98,82.81,76.63,79.44,79.07,1.0,2.13,10326,2740,77310,79.6,19.93,9.22,47.98,0.0,3.76,104.4,32.1,28.43,74.98
SUP-017330,Local,None,98.58,105.45,83.74,76.69,89.73,90.92,1.98,1.0,17577,612,83237,71.23,10.89,8.23,39.41,0.0,1.0,104.12,17.31,23.41,71.35
SUP-017331,Regional,None,106.42,105.36,97.91,95.25,94.08,100.0,4.38,3.71,29588,3474,29831,100.0,3.75,6.08,46.84,0.0,4.12,105.3,0.78,11.29,90.59
SUP-017332,Regional,Quality Issue,109.62,105.87,95.91,99.8,92.54,98.95,4.9,4.07,15727,2557,35723,100.0,6.7,7.98,62.51,56.54,2.94,106.61,34.7,19.39,87.09
SUP-017333,Local,Capacity Reduction,108.62,110.04,79.51,83.24,83.66,84.06,1.0,2.11,29172,1750,28232,90.55,16.37,8.67,87.03,22.05,2.54,106.39,21.69,18.81,74.06
SUP-017334,National,None,130.94,140.86,97.66,91.67,88.69,87.8,6.5,6.74,26641,1928,84323,93.39,13.68,11.82,87.17,0.0,8.08,144.23,21.63,21.85,76.74
SUP-017335,Local,Quality Issue,97.41,95.3,91.63,92.95,84.81,83.31,3.63,3.59,18199,3683,92229,87.86,19.27,6.09,44.66,32.19,4.02,96.33,42.35,27.41,70.9
SUP-017336,National,Quality Issue,99.26,102.33,99.5,99.8,88.86,87.89,7.72,5.05,24929,1100,62984,93.8,9.98,6.38,77.99,29.38,5.64,98.91,30.82,20.73,88.56
SUP-017337,International,None,112.86,116.61,96.94,89.62,99.8,100.0,8.69,7.51,10355,2646,45512,96.85,2.0,4.62,79.19,0.0,7.02,114.93,0.17,19.01,83.02
SUP-017338,National,None,80.63,85.12,98.26,96.92,94.05,96.63,6.76,4.42,28566,4603,38011,95.26,4.77,9.61,65.88,0.0,5.37,82.59,4.17,13.69,97.35
SUP-017339,National,None,92.74,94.63,88.29,92.45,68.07,69.48,8.45,6.69,3563,895,11858,93.62,24.85,7.46,71.16,0.0,7.17,96.66,39.59,29.25,75.2
SUP-017340,Local,Price Increase,97.56,98.93,79.41,80.84,95.51,96.97,1.97,1.48,19380,657,84419,82.42,2.6,4.77,54.67,12.87,2.61,111.53,4.52,23.46,68.25
SUP-017341,National,None,101.47,98.99,87.38,82.33,82.62,77.04,8.88,7.11,11613,2150,73432,89.09,24.44,3.27,41.8,0.0,7.24,100.37,35.81,26.74,76.34
SUP-017342,Regional,Delivery Delay,106.7,102.85,94.83,92.79,90.4,95.84,5.67,6.98,9821,2863,36165,97.76,8.56,8.29,56.36,17.36,7.53,105.27,9.26,24.12,77.29
SUP-017343,Local,None,92.88,103.85,93.99,99.8,82.98,79.45,1.44,1.0,26305,653,15197,94.04,15.6,13.38,47.43,0.0,2.29,103.02,28.34,12.77,89.86
SUP-017344,National,Capacity Reduction,109.36,108.7,90.47,86.38,82.34,84.2,4.96,5.6,10536,1107,38291,84.81,14.85,2.23,64.7,45.96,5.09,108.1,24.01,23.72,77.79
SUP-017345,Local,None,90.49,80.8,80.28,73.93,86.52,78.61,2.15,3.29,20373,913,31106,65.65,18.13,11.71,49.45,0.0,3.47,75.52,26.76,22.05,69.71
SUP-017346,Regional,Price Increase,105.03,118.01,91.63,87.99,90.3,94.49,5.56,5.3,4515,1302,46917,82.82,14.5,16.23,32.54,27.65,5.41,154.15,18.78,34.08,64.9
